Date,IE00B5L01S80,IE00BM67HM91,IE00BM67HP23,IE00BM67HL84,IE00BM67HK77,IE00BM67HV82,IE00BM67HS53,IE00BM67HN09,IE00BM67HT60,IE00BM67HQ30,IE00BM67HR47
2017-04-20,-0.0020653192525346142,-0.006701958783104867,0.0,0.0032457118858528755,-0.003969056665250492,0.0,-0.0004886590583992323,0.0,-0.004185190931936589,-0.014052636889243963,-0.004464302820210819
2017-04-21,-0.0017432732077564683,-0.004616447495419562,0.007638212424426749,0.007117415543206773,0.00537956694862296,0.0,0.0,-0.0035234746618968416,0.010244270889801399,0.0,0.001793763089501077
2017-04-24,-0.007747344183976712,-0.002497381393436915,0.0,0.008866077224645386,-0.0031708254125066837,0.0,0.0,-0.0026940536968586004,-0.005200227969329285,0.01068969608446424,0.0
2017-04-25,0.006488263608071421,-0.0010729177496122677,0.0,0.002865699299317015,0.0011928702624472987,0.0,0.0,-0.0028701362528981145,0.001829678844551541,-0.009317525570768481,0.0
2017-04-26,0.0005463139403623085,0.013247365837522063,0.010173515074141548,0.008699522648099478,0.008935678266194458,0.0,0.012548899121649804,0.002031813902717561,0.006000509555154299,0.0,-0.007162034302563569
2017-04-27,-0.008408998454017103,-0.023674914994928353,0.0,-0.009883571886990294,0.0033457619435270924,0.0,0.0,-0.0018587463633713552,0.0023340287702953155,0.0,-0.0036068495313494875
2017-04-28,-0.007929099957971975,0.0039812020880463095,-0.00375194765005904,-0.004450641926271759,-0.0021577208972006767,0.011389548437966024,0.0,-0.0047401181774748835,0.0010348537969215865,0.0015252001285788186,0.0
2017-05-02,0.008436442569780489,-0.002523420886870409,0.0,0.0015966035599983552,0.0017692186844431301,0.0006929504501764772,0.0,-0.0025514802439693396,0.012664815090702275,-0.003553380683341989,-0.009954806194826582
2017-05-03,-0.007925721755718818,-0.003975446694913676,-0.0027750126368933925,0.00012757819074549204,0.0015698946721343088,0.0,0.0,-0.0017052945968950572,-0.004338999038244529,0.0015283080961852047,-0.00457031434902444
2017-05-04,-0.008655323845524476,-0.01342521549545006,-0.002782810584855744,0.007204329808964127,0.0027429347009639837,-0.0015581744321889746,0.0,0.005807997049376734,0.0010254016213393502,0.001780256748919351,-0.005050532914767536
2017-05-05,0.007723371756849229,0.008091184591148659,0.0,-0.0027218774742830965,-0.0041031473860976275,0.0,0.0,0.0,-0.003841170655882742,0.0,0.0
2017-05-08,-0.0038874884102071405,0.011674560255586108,0.0,0.004125647725240045,0.00451244921969729,0.0,0.0,0.006963312499566721,0.010282717107749528,0.0,0.011998164650043774
2017-05-09,0.0,0.002163771160530459,0.015347827105170131,0.0006321257316526108,0.003906264842953311,0.0,-0.01561244493847147,0.004047864059092632,0.008905910829848152,0.0,0.0
2017-05-10,0.004683100680390018,0.014033802691619579,-0.000981531967186422,0.0025268453598110696,-0.002140089632024167,0.0,0.004087638989923592,0.0011758726064103886,0.0032786191277476284,0.0,0.0
2017-05-11,-0.0055492408543128535,-0.0010646091668067292,0.0,-0.006931295366759294,-0.0015597939096637647,0.0026010322635952043,-0.002768248971954268,-0.002181162025942207,-0.004022117956810511,0.0,0.0
2017-05-12,0.00178562049113129,-0.005328583323728875,0.0,-0.00805836631961232,0.0037102605897889607,-0.004150775943207341,-0.004082299038994042,-0.00016818792710882047,0.00025245170368792813,0.0,0.0
2017-05-15,0.004901988720878103,0.005357129233223956,-0.011593636464218626,0.005117374898802041,-0.002140089632024167,0.0,0.0,-0.0016817772563203492,0.0010092631782001593,0.010916484179707364,0.0
2017-05-16,-0.003991091586857842,-0.00994667080253031,0.0,-0.007509707139508159,-0.006823986792178105,-0.006773240568661465,-0.000983790320376432,-0.0013477397276295822,-0.003781137335646778,-0.0042691655009582385,0.0
2017-05-17,-0.0017808504033276495,-0.011123120342881987,0.0,-0.02500803697626719,-0.012563788906599482,0.0,0.0,-0.00826582108400209,-0.019483817025422234,-0.006305169996950188,-0.015047875928582144
2017-05-18,0.002230319568858219,-0.00761970568004422,0.0,-0.0023018643596006694,-0.001391644053398755,0.0,0.0,-0.0013608067666071033,-0.0028387254284274466,0.0005075289921820936,-0.0009259471023357335
2017-05-19,0.004784003842865925,0.001828125643991596,0.0,0.004812126160612884,-0.000597228341036482,0.0,0.0,0.0006813305425161786,0.0010352203974945962,0.0,0.0
2017-05-22,0.004429408490045139,-0.0003649718620825082,0.0,-0.0016400720645688427,-0.0027888324207315796,0.0,0.0,0.0,0.0015512247367532872,0.0,0.0
2017-05-23,0.002755847830370417,0.0014604204607051585,0.0,0.003942664234331428,0.0015980426320982843,-0.011365583612342967,-0.01066800463849149,0.005617052443483983,0.002839359599600577,0.0,0.0
2017-05-24,0.0,0.0029165119510028426,0.0,0.005236282520306945,0.005185523322605912,0.0,0.0,0.0,0.007464631323486959,0.0,0.0
2017-05-25,0.006156453208087553,-0.012359147573940632,-0.015109310796435182,-0.0021487168118787814,0.0005952138569176313,0.005305964488906856,-0.0008294498684979779,0.006770441753293666,0.005109881605985578,0.0,0.0
2017-05-26,-0.005463251192846963,-0.006993026629521171,0.0,0.0009788152371581482,0.00257785182091097,0.0,-0.00033206803778318417,0.005043699384152056,0.003304551794890642,0.0,0.0
2017-05-29,0.0,0.0033358100116718248,0.0,-0.00032595269825175244,-0.002175644924125142,0.0028149163790041065,0.0,0.00033456771783346717,0.001773491073202793,0.0,0.0
2017-05-30,-0.0015382393257600269,-0.01071292986509187,0.0,-0.004695174656728529,-0.00039644117861670214,0.0,0.0,-0.0025083229614605296,0.0010116569196041425,0.0,0.0
2017-05-31,-0.001760358443517518,-0.014563154854269844,0.0,-0.0116621569735601,0.0005948597881288986,-0.003333309240508453,-0.009134682700939978,0.0010058266061858667,-0.005558393393769623,0.0,0.0
2017-06-01,0.004078395319927486,0.012125793945631624,0.0,0.008153804749582605,0.006936232563786504,0.0,0.008716065355240277,0.0010048798226596212,0.002032469896262823,0.0,0.0
2017-06-02,0.014271326486567926,-0.016847580345010882,0.015341104309406495,-0.000986345551167056,0.0051170697600073645,0.014610068584642644,0.0,0.0030115493357403267,0.003549777110055219,0.028919412919805376,0.0
2017-06-05,-0.004653815317969046,0.0,0.0,0.0,-0.0015664385517027979,0.0,0.0,0.0030025071373653844,0.008337493711243482,0.0,0.0
2017-06-06,0.0,0.003046455560121064,0.0,-0.004146628447716627,-0.004314595282628342,0.0,0.0,0.00016627841935146215,-0.0007516607219135718,0.0,0.0
2017-06-07,0.004240903901400195,-0.006074405713182518,0.0,0.005948456834576676,0.0,0.0,0.0033233759043742594,-0.0014965107000546318,0.0007522261407575392,0.002711952463757328,0.0
2017-06-08,-0.006388610111988768,0.003055764811822348,0.0,0.014980268278230069,0.002560588279359566,-0.0067661241113489146,0.0046372768192071145,-0.00649457776192186,0.0030067384701468747,0.0,0.0
2017-06-09,0.0047948090650478115,0.00913936668036297,0.0,0.01210514469266788,0.004911591208359711,0.006288220268149569,0.0,-0.0008380696813347077,0.002498183658953268,0.0,0.0
2017-06-12,0.0026030113616819506,0.011698093054429481,0.0,-0.0038375707539718418,-0.0058651621272391985,-0.0019094013050886538,0.0,-0.0036906763705840673,-0.03089961738007585,-0.008114040600311623,0.0
2017-06-13,0.00789700163624385,0.007086927931460041,0.0,0.007383613003305145,0.0037365279667205265,0.003999992038892675,0.0,0.00084187973689831,0.00334278915288011,0.0,0.0
2017-06-14,0.006332823817241762,-0.02259261519820599,0.0,-0.011790915926708001,0.00019589187605517644,0.0,0.005769839680209277,0.0021870974279736277,-0.0012813745892870099,0.007932565533312008,0.0
2017-06-15,-0.001707049413537276,0.003410388581637891,-0.014115290163852268,0.010512744637757754,0.008423120697396813,0.0,0.0,0.004868237653399499,-0.0043623807625713384,0.0063944496436034726,0.0
2017-06-16,-0.0021361488568821807,0.003776449516557756,0.0,-0.0009573872294440511,-0.00330221776334394,0.0,-0.012129124473493902,-0.008519915319584404,-0.0018041158814600111,0.0019550790477649294,0.0
2017-06-19,-0.0006426656372916506,0.009405568123310282,0.0,0.010541107975454045,0.011888457987292655,0.013684408830617834,0.0,0.007245161183336402,0.017041049708569123,0.0,0.0
2017-06-20,-0.007927616518458191,-0.020872138186164735,0.0,-0.003982787076742156,0.010400634333040726,0.0,0.0,0.0,0.002792602489363638,0.003414619259717977,0.0
2017-06-21,-0.00021610940969762904,-0.0068519338423759235,0.0,-0.007743556947915287,0.0007625031686129269,0.0,0.0,-0.002007342494732889,-0.00126580346988725,0.0,0.0
2017-06-22,-0.0006484683692092874,-0.000383297386866599,0.0,-0.0038380616760619324,0.018285696847098132,0.0,0.004977588099916774,0.0,0.002534815518052902,0.0,0.0
2017-06-23,0.0052966074752516246,-0.0019171486659054215,-0.0016132653923880413,-0.005137091372324654,-0.009913931694226497,0.0,-0.00181609065388455,-0.009386546676555252,0.0012642032370431266,0.0,0.0
2017-06-26,-0.00014651780955876603,0.0019208311848488702,0.0022217857822814935,0.0012908735590242415,0.00018889706169566978,0.0,0.0,0.007106632732426954,-0.002020152006058873,0.0,0.0
2017-06-27,-0.006400202074586914,-0.0023005930259932805,0.0,0.0006446354142877198,-0.009633515956985694,0.0,-0.004134965328906337,-0.011424736222210186,-0.014423069033953961,0.0,-0.008804473342416408
2017-06-28,0.004315876688541387,-0.0026902265024109084,-0.011890370118665339,0.006893020201148348,-0.008201417178579251,0.0,0.0028234842422778517,-0.004078886435153084,-0.011809989100445395,-0.03354402257143607,0.0
2017-06-29,-0.0064655638113642055,-0.0050096749245917005,0.0,0.0,-0.01596157367412865,0.0,0.0,-0.01774739126127045,-0.017407169509618625,0.0,0.0
2017-06-30,-0.0059651326528233906,-0.002323759359083577,0.0,-0.002239273650405993,-0.0023451033062102944,0.0,0.0,-0.0010424143825482624,0.001850864499975069,0.0,0.0
2017-07-03,0.003600646698696419,0.016304350642941667,-0.004283073418336114,0.017633832242483605,0.007639557208167558,0.0,0.006293429060878708,0.003478274138077442,-0.000263877584963379,-0.017102528148504548,0.0
